sale_id,sale_date,city,state,brand,model,customer_age,gender,payment_mode,ex_showroom_price,discount,final_price,quantity,revenue
4242,2024-10-09,Ahmedabad,Gujarat,Yamaha,MT-15,59.0,Male,Credit Card,167187,1025,166162,1,166162
4243,2025-03-05,Ahmedabad,Gujarat,Royal Enfield,Meteor 350,27.0,Male,Loan,243326,7271,236055,2,472110
4244,2024-10-20,Chennai,Tamil Nadu,Yamaha,MT-15,18.0,Male,Loan,149838,2046,147792,3,443376
4245,2024-11-27,Kolkata,West Bengal,Bajaj,Platina 110,53.0,Female,Cash,115026,2829,112197,2,224394
4246,2023-06-28,Ahmedabad,Gujarat,Yamaha,FZ-S,43.0,Female,Loan,159693,2086,157607,2,315214
4247,2024-10-04,Ahmedabad,Gujarat,Honda,SP125,25.0,Female,Credit Card,94139,3334,90805,3,272415
4248,2023-04-20,Kolkata,West Bengal,Honda,SP125,26.0,Male,Loan,87494,7223,80271,2,160542
4249,2023-06-03,Hyderabad,Telangana,TVS,Raider 125,45.0,Female,Cash,109497,8627,100870,3,302610
4250,2025-01-01,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,41.0,Female,Credit Card,180098,8192,171906,3,515718
4251,2023-03-25,Mumbai,Maharashtra,Hero,Splendor Plus,25.0,Female,UPI,102037,3645,98392,4,393568
4252,2024-09-25,Pune,Maharashtra,Hero,Splendor Plus,41.0,Female,Credit Card,97887,4210,93677,3,281031
4253,2023-11-24,Delhi,Delhi,Suzuki,Gixxer,53.0,Male,Cash,102373,4083,98290,1,98290
4254,2023-01-30,Hyderabad,Telangana,Yamaha,FZ-S,38.0,Male,Credit Card,157159,2485,154674,4,618696
4255,2023-11-12,Delhi,Delhi,Yamaha,R15 V4,39.0,Male,Cash,138036,6780,131256,2,262512
4256,2024-08-03,Vadodara,Gujarat,TVS,Raider 125,53.0,Female,Loan,105025,6753,98272,4,393088
4257,2025-01-29,Vadodara,Gujarat,Yamaha,FZ-S,38.0,Female,UPI,147758,6438,141320,3,423960
4258,2024-03-10,Pune,Maharashtra,Hero,Splendor Plus,45.0,Male,Credit Card,82060,5695,76365,3,229095
4259,2024-09-30,Chennai,Tamil Nadu,Bajaj,Pulsar NS200,32.0,Male,Credit Card,101839,8865,92974,2,185948
4260,2023-05-07,Kolkata,West Bengal,Bajaj,Pulsar 125,44.0,Male,Cash,104418,8386,96032,3,288096
4261,2024-05-15,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,54.0,Female,Loan,206075,5605,200470,4,801880
4262,2024-01-12,Mumbai,Maharashtra,Bajaj,Platina 110,27.0,Male,Credit Card,105644,1952,103692,2,207384
4263,2023-02-17,Jaipur,Rajasthan,TVS,Raider 125,24.0,Female,Cash,90344,1834,88510,4,354040
4264,2023-02-18,Hyderabad,Telangana,Bajaj,Platina 110,39.0,Male,Loan,107149,5635,101514,1,101514
4265,2024-03-03,Ahmedabad,Gujarat,Hero,Splendor Plus,37.0,Male,Credit Card,91870,3662,88208,3,264624
4266,2023-12-02,Hyderabad,Telangana,Bajaj,Platina 110,42.0,Male,Cash,102238,671,101567,1,101567
4267,2024-05-01,Ahmedabad,Gujarat,Royal Enfield,Meteor 350,55.0,Male,Loan,218065,9149,208916,2,417832
4268,2023-10-28,Jaipur,Rajasthan,Royal Enfield,Hunter 350,18.0,Female,Loan,231274,7129,224145,1,224145
4269,2023-11-23,Delhi,Delhi,Hero,HF Deluxe,39.0,Male,Cash,89342,10092,79250,2,158500
4270,2025-11-12,Bengaluru,Karnataka,Royal Enfield,Classic 350,59.0,Female,Credit Card,215578,6938,208640,2,417280
4271,2025-07-18,Bengaluru,Karnataka,Yamaha,R15 V4,38.0,Female,UPI,141278,913,140365,1,140365
4272,2025-06-30,Chennai,Tamil Nadu,Bajaj,Platina 110,53.0,Male,Cash,103982,4972,99010,2,198020
4273,2023-11-22,Bengaluru,Karnataka,Bajaj,Pulsar 125,23.0,Male,Credit Card,110534,10778,99756,1,99756
4274,2024-08-19,Mumbai,Maharashtra,Royal Enfield,Meteor 350,39.0,Female,UPI,211365,8536,202829,3,608487
4275,2023-10-09,Surat,Gujarat,Royal Enfield,Meteor 350,49.0,Female,Cash,202690,4064,198626,3,595878
4276,2023-02-09,Pune,Maharashtra,Suzuki,Avenis,34.0,Female,Loan,102773,2773,100000,4,400000
4277,2024-12-02,Vadodara,Gujarat,Yamaha,MT-15,41.0,Female,Loan,151112,5022,146090,2,292180
4278,2024-05-28,Hyderabad,Telangana,Bajaj,Platina 110,49.0,Female,Cash,118297,5543,112754,4,451016
4279,2024-07-12,Lucknow,Uttar Pradesh,Bajaj,Pulsar 125,38.0,Female,Cash,106898,11444,95454,4,381816
4280,2023-06-26,Pune,Maharashtra,Bajaj,Pulsar 125,57.0,Female,Loan,109173,8489,100684,2,201368
4281,2025-03-27,Bengaluru,Karnataka,Royal Enfield,Hunter 350,56.0,Male,Credit Card,203259,7128,196131,1,196131
4282,2023-05-26,Lucknow,Uttar Pradesh,Bajaj,Platina 110,34.0,Male,Credit Card,118166,5625,112541,4,450164
4283,2024-02-06,Surat,Gujarat,Hero,Splendor Plus,22.0,Female,Loan,68989,5054,63935,4,255740
4284,2025-03-25,Lucknow,Uttar Pradesh,TVS,Raider 125,30.0,Male,Cash,115335,6582,108753,1,108753
4285,2025-01-23,Hyderabad,Telangana,Bajaj,Pulsar NS200,27.0,Female,Loan,113923,0,113923,1,113923
4286,2023-10-01,Vadodara,Gujarat,Hero,Splendor Plus,33.0,Female,UPI,80100,6234,73866,3,221598
4287,2023-06-23,Mumbai,Maharashtra,Hero,HF Deluxe,57.0,Female,Cash,87790,8644,79146,1,79146
4288,2023-08-31,Mumbai,Maharashtra,Royal Enfield,Hunter 350,18.0,Female,Credit Card,207566,6217,201349,4,805396
4289,2023-12-16,Surat,Gujarat,Suzuki,Access 125,48.0,Female,Cash,115150,2039,113111,1,113111
4290,2024-08-07,Hyderabad,Telangana,Yamaha,FZ-S,36.0,Male,Loan,118832,6293,112539,1,112539
4291,2025-02-02,Kolkata,West Bengal,Bajaj,Platina 110,56.0,Female,Credit Card,111530,3145,108385,4,433540
4292,2024-08-24,Jaipur,Rajasthan,Yamaha,FZ-S,39.0,Male,UPI,126217,6889,119328,4,477312
4293,2023-01-02,Mumbai,Maharashtra,Hero,Splendor Plus,48.0,Male,Cash,83191,6670,76521,1,76521
4294,2025-01-11,Lucknow,Uttar Pradesh,Bajaj,Platina 110,29.0,Male,Cash,126403,0,126403,1,126403
4295,2024-08-14,Surat,Gujarat,Hero,Splendor Plus,28.0,Male,Loan,80242,4371,75871,4,303484
4296,2023-12-19,Mumbai,Maharashtra,Hero,Splendor Plus,41.0,Female,UPI,94892,90,94802,4,379208
4297,2024-11-14,Jaipur,Rajasthan,Yamaha,R15 V4,56.0,Female,UPI,167455,5407,162048,2,324096
4298,2024-09-25,Hyderabad,Telangana,Royal Enfield,Meteor 350,28.0,Female,Loan,208387,4405,203982,3,611946
4299,2024-06-12,Jaipur,Rajasthan,Bajaj,Platina 110,21.0,Female,Cash,106160,8144,98016,2,196032
4300,2024-12-16,Delhi,Delhi,Bajaj,Pulsar NS200,46.0,Female,Cash,100597,6036,94561,2,189122
4301,2023-07-10,Surat,Gujarat,Suzuki,Avenis,33.0,Female,Loan,111465,2713,108752,2,217504
4302,2025-03-20,Pune,Maharashtra,Suzuki,Gixxer,42.0,Male,Credit Card,138790,6257,132533,4,530132
4303,2024-10-17,Chennai,Tamil Nadu,Suzuki,Access 125,49.0,Male,Credit Card,120642,8413,112229,3,336687
4304,2023-04-06,Jaipur,Rajasthan,TVS,Jupiter,51.0,Female,Credit Card,93060,10256,82804,3,248412
4305,2024-07-17,Delhi,Delhi,Royal Enfield,Meteor 350,55.0,Male,Credit Card,167849,2693,165156,3,495468
4306,2025-03-31,Chennai,Tamil Nadu,Honda,SP125,36.0,Male,UPI,91511,6745,84766,2,169532
4307,2024-11-08,Vadodara,Gujarat,Bajaj,Pulsar NS200,54.0,Female,Loan,111924,4499,107425,1,107425
4308,2024-05-13,Surat,Gujarat,Honda,SP125,27.0,Female,Cash,94908,2065,92843,3,278529
4309,2023-04-27,Delhi,Delhi,Hero,Splendor Plus,22.0,Female,Credit Card,74818,7179,67639,3,202917
4310,2024-10-20,Chennai,Tamil Nadu,Yamaha,R15 V4,28.0,Male,Loan,153046,9753,143293,2,286586
4311,2023-08-30,Pune,Maharashtra,TVS,Jupiter,21.0,Female,Loan,98363,7078,91285,2,182570
4312,2025-12-25,Lucknow,Uttar Pradesh,Yamaha,R15 V4,20.0,Male,Loan,141709,8571,133138,1,133138
4313,2023-11-14,Vadodara,Gujarat,Yamaha,R15 V4,57.0,Female,Loan,156854,5633,151221,3,453663
4314,2024-08-30,Surat,Gujarat,Hero,HF Deluxe,54.0,Female,Loan,82691,7882,74809,2,149618
4315,2023-05-12,Bengaluru,Karnataka,Yamaha,MT-15,48.0,Female,UPI,152504,2946,149558,3,448674
4316,2023-01-11,Pune,Maharashtra,Bajaj,Pulsar NS200,29.0,Male,Credit Card,98315,4134,94181,3,282543
4317,2024-05-31,Lucknow,Uttar Pradesh,Hero,HF Deluxe,29.0,Male,UPI,95304,8439,86865,4,347460
4318,2024-01-11,Hyderabad,Telangana,Bajaj,Pulsar 125,39.0,Male,UPI,100211,1496,98715,4,394860
4319,2024-01-06,Kolkata,West Bengal,TVS,Apache RTR 160,46.0,Female,Credit Card,115707,1593,114114,4,456456
4320,2025-08-02,Chennai,Tamil Nadu,Royal Enfield,Meteor 350,39.0,Female,UPI,218556,3151,215405,4,861620
4321,2025-07-14,Vadodara,Gujarat,TVS,Jupiter,22.0,Male,UPI,118583,2688,115895,3,347685
4322,2023-10-06,Kolkata,West Bengal,Hero,Splendor Plus,44.0,Male,UPI,92774,5554,87220,2,174440
4323,2025-07-18,Bengaluru,Karnataka,Royal Enfield,Hunter 350,39.0,Male,Loan,214236,0,214236,3,642708
4324,2025-11-22,Ahmedabad,Gujarat,TVS,Raider 125,25.0,Male,UPI,86495,4338,82157,1,82157
4325,2024-08-26,Vadodara,Gujarat,Suzuki,Avenis,56.0,Male,Credit Card,117271,1624,115647,4,462588
4326,2025-04-13,Surat,Gujarat,Yamaha,MT-15,22.0,Female,Credit Card,132371,6684,125687,1,125687
4327,2023-09-28,Bengaluru,Karnataka,Royal Enfield,Hunter 350,21.0,Female,Cash,219455,4586,214869,2,429738
4328,2024-05-31,Surat,Gujarat,Yamaha,R15 V4,38.0,Male,Cash,154050,1477,152573,1,152573
4329,2023-09-25,Bengaluru,Karnataka,Bajaj,Pulsar 125,58.0,Female,Loan,106867,9943,96924,4,387696
4330,2025-06-20,Ahmedabad,Gujarat,Honda,Shine,59.0,Female,Cash,95519,5378,90141,2,180282
4331,2023-11-28,Jaipur,Rajasthan,Royal Enfield,Hunter 350,37.0,Female,UPI,248739,801,247938,3,743814
4332,2023-08-04,Delhi,Delhi,Bajaj,Pulsar 125,58.0,Male,Loan,117008,9991,107017,2,214034
4333,2025-10-03,Mumbai,Maharashtra,Royal Enfield,Meteor 350,53.0,Female,Cash,204542,7578,196964,2,393928
4334,2024-10-15,Delhi,Delhi,Bajaj,Pulsar NS200,39.0,Female,Credit Card,101358,2939,98419,3,295257
4335,2025-06-05,Surat,Gujarat,Bajaj,Pulsar 125,36.0,Male,Cash,113387,7395,105992,3,317976
4336,2025-12-05,Chennai,Tamil Nadu,Honda,Unicorn,39.0,Male,Cash,103519,9708,93811,2,187622
4337,2025-02-19,Chennai,Tamil Nadu,Honda,Unicorn,55.0,Male,UPI,94487,8580,85907,4,343628
4338,2025-03-09,Vadodara,Gujarat,Suzuki,Avenis,29.0,Male,UPI,111850,7706,104144,3,312432
4339,2023-11-12,Surat,Gujarat,Bajaj,Pulsar 125,33.0,Male,Loan,111825,6337,105488,1,105488
4340,2025-07-31,Bengaluru,Karnataka,Suzuki,Avenis,28.0,Male,Loan,118896,185,118711,1,118711
4341,2025-02-20,Pune,Maharashtra,Hero,Splendor Plus,36.0,Male,Credit Card,77355,5307,72048,4,288192
4342,2025-03-08,Hyderabad,Telangana,Suzuki,Avenis,45.0,Female,Loan,99477,7493,91984,2,183968
4343,2025-08-05,Chennai,Tamil Nadu,Bajaj,Pulsar 125,19.0,Male,Loan,117669,5981,111688,4,446752
4344,2025-07-08,Hyderabad,Telangana,Hero,Xtreme 125R,35.0,Female,Cash,77376,9140,68236,2,136472
4345,2024-01-08,Pune,Maharashtra,Yamaha,FZ-S,32.0,Female,UPI,168631,5441,163190,2,326380
4346,2025-01-24,Lucknow,Uttar Pradesh,Suzuki,Avenis,33.0,Female,Credit Card,119696,5605,114091,4,456364
4347,2023-09-22,Jaipur,Rajasthan,Honda,Shine,49.0,Male,Cash,99030,4641,94389,4,377556
4348,2024-11-26,Ahmedabad,Gujarat,TVS,Raider 125,55.0,Female,Loan,104709,7717,96992,3,290976
4349,2024-03-27,Hyderabad,Telangana,Hero,Splendor Plus,28.0,Female,Credit Card,100950,799,100151,2,200302
4350,2023-12-01,Lucknow,Uttar Pradesh,Hero,HF Deluxe,20.0,Male,UPI,84294,1458,82836,3,248508
4351,2025-04-20,Vadodara,Gujarat,TVS,Raider 125,55.0,Female,Cash,118373,3236,115137,2,230274
4352,2023-08-02,Vadodara,Gujarat,Yamaha,FZ-S,44.0,Female,Cash,128258,6914,121344,1,121344
4353,2024-08-07,Pune,Maharashtra,TVS,Jupiter,39.0,Female,Loan,119652,6990,112662,4,450648
4354,2025-02-17,Surat,Gujarat,Royal Enfield,Hunter 350,37.0,Female,UPI,213440,6227,207213,1,207213
4355,2025-10-19,Pune,Maharashtra,Yamaha,MT-15,31.0,Male,Loan,161412,2377,159035,2,318070
4356,2023-11-30,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,52.0,Female,UPI,208120,3641,204479,3,613437
4357,2025-06-15,Lucknow,Uttar Pradesh,Royal Enfield,Hunter 350,18.0,Female,Loan,190379,4014,186365,1,186365
4358,2024-06-20,Kolkata,West Bengal,Honda,Unicorn,55.0,Female,Loan,103418,6699,96719,3,290157
4359,2025-09-26,Mumbai,Maharashtra,Bajaj,Pulsar NS200,19.0,Female,Loan,115669,5439,110230,4,440920
4360,2023-04-07,Bengaluru,Karnataka,Hero,Splendor Plus,33.0,Male,Cash,88558,2598,85960,2,171920
4361,2025-10-18,Chennai,Tamil Nadu,Honda,Unicorn,42.0,Male,Loan,92647,5576,87071,1,87071
4362,2023-04-20,Pune,Maharashtra,Honda,SP125,53.0,Male,Cash,97109,5960,91149,3,273447
4363,2023-08-28,Mumbai,Maharashtra,Royal Enfield,Meteor 350,31.0,Male,Credit Card,207675,3867,203808,3,611424
4364,2025-04-06,Surat,Gujarat,TVS,Apache RTR 160,19.0,Male,Credit Card,131525,7720,123805,4,495220
4365,2025-08-01,Chennai,Tamil Nadu,Bajaj,Pulsar 125,38.0,Female,UPI,113635,4300,109335,1,109335
4366,2025-01-23,Jaipur,Rajasthan,Royal Enfield,Hunter 350,55.0,Female,UPI,202419,4607,197812,4,791248
4367,2024-12-03,Kolkata,West Bengal,Bajaj,Pulsar NS200,41.0,Male,UPI,112576,0,112576,3,337728
4368,2025-03-03,Ahmedabad,Gujarat,TVS,Jupiter,54.0,Male,Credit Card,91817,3089,88728,2,177456
4369,2025-01-16,Chennai,Tamil Nadu,Hero,HF Deluxe,22.0,Male,UPI,86408,4282,82126,3,246378
4370,2023-09-26,Surat,Gujarat,Honda,Unicorn,27.0,Male,Credit Card,106233,552,105681,3,317043
4371,2025-10-22,Jaipur,Rajasthan,Yamaha,MT-15,22.0,Female,UPI,136284,9560,126724,2,253448
4372,2024-01-14,Kolkata,West Bengal,Hero,Splendor Plus,37.0,Female,Credit Card,85891,7654,78237,1,78237
4373,2024-10-16,Vadodara,Gujarat,TVS,Jupiter,21.0,Male,Cash,122230,2918,119312,2,238624
4374,2025-08-27,Bengaluru,Karnataka,Suzuki,Avenis,57.0,Female,Credit Card,114086,4182,109904,4,439616
4375,2023-10-17,Chennai,Tamil Nadu,Honda,Shine,21.0,Male,UPI,80145,4068,76077,3,228231
4376,2023-07-07,Bengaluru,Karnataka,Yamaha,FZ-S,36.0,Female,Cash,155220,6621,148599,2,297198
4377,2024-02-15,Bengaluru,Karnataka,Yamaha,MT-15,32.0,Female,Cash,152181,3873,148308,4,593232
4378,2023-12-27,Delhi,Delhi,Royal Enfield,Hunter 350,53.0,Male,UPI,198977,8807,190170,1,190170
4379,2024-12-25,Bengaluru,Karnataka,Yamaha,MT-15,54.0,Female,Cash,139231,5882,133349,4,533396
4380,2025-09-06,Vadodara,Gujarat,Yamaha,FZ-S,39.0,Male,Loan,146894,9385,137509,3,412527
4381,2025-04-12,Vadodara,Gujarat,Honda,SP125,23.0,Male,Cash,102382,1114,101268,1,101268
4382,2024-04-22,Lucknow,Uttar Pradesh,Honda,SP125,50.0,Female,Credit Card,85974,6736,79238,3,237714
4383,2025-06-04,Ahmedabad,Gujarat,Hero,Splendor Plus,47.0,Female,Credit Card,84562,3634,80928,2,161856
4384,2024-05-04,Hyderabad,Telangana,Hero,Splendor Plus,26.0,Male,Cash,91906,5562,86344,3,259032
4385,2023-06-26,Bengaluru,Karnataka,Honda,Shine,50.0,Male,Loan,95398,7339,88059,2,176118
4386,2024-09-17,Vadodara,Gujarat,Hero,Splendor Plus,28.0,Female,Cash,82449,9705,72744,1,72744
4387,2025-04-24,Jaipur,Rajasthan,Royal Enfield,Hunter 350,41.0,Male,Loan,196760,6970,189790,3,569370
4388,2023-03-15,Delhi,Delhi,Hero,Xtreme 125R,22.0,Male,Loan,94750,868,93882,2,187764
4389,2024-02-28,Chennai,Tamil Nadu,TVS,Raider 125,46.0,Male,Loan,102115,8426,93689,1,93689
4390,2025-03-27,Jaipur,Rajasthan,Suzuki,Gixxer,21.0,Female,Cash,125646,4485,121161,4,484644
4391,2024-03-21,Mumbai,Maharashtra,Bajaj,Pulsar 125,57.0,Male,Credit Card,103534,7867,95667,1,95667
4392,2023-03-03,Surat,Gujarat,TVS,Apache RTR 160,33.0,Male,Loan,114941,1506,113435,1,113435
4393,2024-06-23,Vadodara,Gujarat,Hero,Splendor Plus,45.0,Male,Credit Card,76813,5675,71138,3,213414
4394,2025-08-30,Chennai,Tamil Nadu,Hero,HF Deluxe,40.0,Male,Credit Card,89279,4102,85177,4,340708
4395,2023-11-11,Lucknow,Uttar Pradesh,Bajaj,Pulsar NS200,59.0,Female,Loan,115977,2869,113108,3,339324
4396,2024-03-03,Pune,Maharashtra,Honda,Shine,43.0,Male,Loan,78928,3728,75200,1,75200
4397,2025-10-28,Jaipur,Rajasthan,Yamaha,R15 V4,23.0,Male,Cash,145733,4172,141561,1,141561
4398,2023-03-05,Hyderabad,Telangana,Suzuki,Avenis,54.0,Female,Loan,104340,0,104340,2,208680
4399,2025-08-03,Pune,Maharashtra,Hero,HF Deluxe,18.0,Female,UPI,81504,7692,73812,1,73812
4400,2025-03-24,Pune,Maharashtra,Bajaj,Platina 110,26.0,Male,Loan,121054,8563,112491,2,224982
4401,2023-03-01,Mumbai,Maharashtra,Yamaha,R15 V4,24.0,Female,Cash,135535,1538,133997,4,535988
4402,2025-10-11,Kolkata,West Bengal,Suzuki,Access 125,35.0,Male,Credit Card,119569,6905,112664,1,112664
4403,2024-03-18,Bengaluru,Karnataka,Honda,Shine,31.0,Male,Credit Card,98041,0,98041,3,294123
4404,2024-08-23,Hyderabad,Telangana,TVS,Jupiter,52.0,Male,Loan,97718,4910,92808,3,278424
4405,2023-01-11,Surat,Gujarat,Honda,SP125,29.0,Male,UPI,98702,7301,91401,4,365604
4406,2025-02-04,Bengaluru,Karnataka,Royal Enfield,Meteor 350,35.0,Female,UPI,212423,5992,206431,3,619293
4407,2023-08-23,Ahmedabad,Gujarat,Suzuki,Access 125,19.0,Male,UPI,115780,7056,108724,4,434896
4408,2025-05-27,Ahmedabad,Gujarat,Royal Enfield,Classic 350,52.0,Male,Credit Card,215256,5197,210059,4,840236
4409,2024-01-30,Kolkata,West Bengal,Honda,SP125,33.0,Male,Cash,92960,5243,87717,2,175434
4410,2025-04-22,Ahmedabad,Gujarat,TVS,Jupiter,46.0,Female,UPI,109070,5802,103268,3,309804
4411,2025-11-25,Vadodara,Gujarat,Bajaj,Pulsar NS200,48.0,Female,Cash,113351,9028,104323,4,417292
4412,2023-06-30,Hyderabad,Telangana,Bajaj,Pulsar 125,39.0,Female,Loan,112333,3053,109280,2,218560
4413,2024-12-07,Surat,Gujarat,Hero,HF Deluxe,54.0,Female,Credit Card,91008,901,90107,2,180214
4414,2024-06-16,Delhi,Delhi,Bajaj,Pulsar 125,50.0,Female,Cash,100483,6007,94476,3,283428
4415,2024-07-05,Delhi,Delhi,Royal Enfield,Classic 350,23.0,Female,Credit Card,218675,1264,217411,3,652233
4416,2024-09-30,Delhi,Delhi,Honda,Unicorn,42.0,Male,Cash,92090,3181,88909,2,177818
4417,2023-08-31,Pune,Maharashtra,Bajaj,Platina 110,37.0,Female,Cash,105717,7830,97887,1,97887
4418,2023-06-05,Pune,Maharashtra,Suzuki,Access 125,51.0,Male,Credit Card,121499,4942,116557,1,116557
4419,2024-11-12,Mumbai,Maharashtra,Yamaha,MT-15,39.0,Female,Credit Card,138666,951,137715,3,413145
4420,2025-03-26,Bengaluru,Karnataka,TVS,Raider 125,42.0,Female,Loan,116929,6776,110153,2,220306
4421,2024-06-30,Delhi,Delhi,Bajaj,Pulsar NS200,30.0,Female,UPI,103781,7158,96623,1,96623
4422,2024-07-29,Surat,Gujarat,Yamaha,MT-15,54.0,Female,Credit Card,144185,4138,140047,3,420141
4423,2023-01-19,Mumbai,Maharashtra,Suzuki,Gixxer,18.0,Male,Cash,119003,2775,116228,2,232456
4424,2023-10-09,Jaipur,Rajasthan,Royal Enfield,Hunter 350,49.0,Male,Loan,204224,5364,198860,2,397720
4425,2025-08-23,Kolkata,West Bengal,Royal Enfield,Hunter 350,26.0,Male,Credit Card,201609,7007,194602,3,583806
4426,2025-12-22,Pune,Maharashtra,Yamaha,FZ-S,52.0,Female,Cash,166681,2737,163944,2,327888
4427,2025-07-12,Jaipur,Rajasthan,Royal Enfield,Hunter 350,55.0,Male,UPI,182025,0,182025,1,182025
4428,2023-06-24,Kolkata,West Bengal,Hero,Xtreme 125R,41.0,Male,Cash,83976,3010,80966,4,323864
4429,2024-06-15,Pune,Maharashtra,Hero,Splendor Plus,33.0,Female,UPI,86413,5397,81016,1,81016
4430,2025-08-28,Ahmedabad,Gujarat,Royal Enfield,Hunter 350,20.0,Male,Credit Card,183065,0,183065,4,732260
4431,2024-11-08,Kolkata,West Bengal,Honda,SP125,25.0,Female,Loan,97249,5406,91843,3,275529
4432,2024-08-06,Vadodara,Gujarat,Royal Enfield,Hunter 350,45.0,Female,UPI,202846,28,202818,4,811272
4433,2025-09-01,Lucknow,Uttar Pradesh,Honda,Shine,45.0,Male,Credit Card,98582,8815,89767,3,269301
4434,2023-01-16,Chennai,Tamil Nadu,TVS,Apache RTR 160,25.0,Female,Cash,107335,2457,104878,1,104878
4435,2024-07-08,Ahmedabad,Gujarat,Yamaha,R15 V4,47.0,Female,UPI,145516,901,144615,3,433845
4436,2024-10-03,Ahmedabad,Gujarat,Royal Enfield,Classic 350,44.0,Male,Loan,227773,5245,222528,1,222528
4437,2024-07-24,Pune,Maharashtra,Suzuki,Access 125,23.0,Male,Cash,98732,4097,94635,4,378540
4438,2025-08-10,Mumbai,Maharashtra,Hero,HF Deluxe,26.0,Female,Loan,88150,4000,84150,1,84150
4439,2024-05-05,Delhi,Delhi,Bajaj,Pulsar NS200,35.0,Female,UPI,107572,1326,106246,1,106246
4440,2023-12-22,Vadodara,Gujarat,Hero,Xtreme 125R,38.0,Female,Loan,88852,3054,85798,2,171596
4441,2024-03-12,Ahmedabad,Gujarat,Suzuki,Avenis,28.0,Female,UPI,95160,3886,91274,4,365096
4442,2025-10-04,Jaipur,Rajasthan,Suzuki,Gixxer,60.0,Male,Cash,124026,3839,120187,1,120187
4443,2025-02-13,Surat,Gujarat,Honda,SP125,58.0,Female,Credit Card,108208,6286,101922,3,305766
4444,2025-11-26,Surat,Gujarat,Hero,Splendor Plus,39.0,Female,Cash,87303,4614,82689,2,165378
4445,2024-07-22,Kolkata,West Bengal,Yamaha,MT-15,18.0,Female,Cash,144207,4209,139998,1,139998
4446,2023-06-05,Delhi,Delhi,Hero,HF Deluxe,43.0,Female,Loan,82944,6592,76352,3,229056
4447,2023-06-17,Jaipur,Rajasthan,Bajaj,Platina 110,55.0,Male,Cash,101764,1772,99992,1,99992
4448,2025-01-13,Hyderabad,Telangana,Suzuki,Avenis,29.0,Female,Credit Card,104666,11136,93530,3,280590
4449,2025-11-23,Jaipur,Rajasthan,Honda,Unicorn,29.0,Male,Credit Card,99030,5913,93117,3,279351
4450,2024-08-21,Hyderabad,Telangana,Yamaha,MT-15,47.0,Male,Cash,132732,6870,125862,4,503448
4451,2023-09-05,Chennai,Tamil Nadu,Bajaj,Platina 110,39.0,Male,Loan,108974,5642,103332,2,206664
4452,2023-06-27,Bengaluru,Karnataka,TVS,Apache RTR 160,53.0,Male,Loan,96796,5480,91316,1,91316
4453,2023-05-04,Kolkata,West Bengal,Bajaj,Pulsar NS200,60.0,Female,Credit Card,106270,2703,103567,4,414268
4454,2025-05-31,Bengaluru,Karnataka,Yamaha,FZ-S,39.0,Male,UPI,153515,386,153129,3,459387
4455,2024-09-21,Pune,Maharashtra,Bajaj,Pulsar 125,60.0,Male,Cash,114970,7053,107917,4,431668
4456,2023-01-29,Mumbai,Maharashtra,Suzuki,Avenis,48.0,Male,Cash,106907,2539,104368,2,208736
4457,2025-09-25,Ahmedabad,Gujarat,Bajaj,Pulsar 125,39.0,Female,Credit Card,108037,5846,102191,1,102191
4458,2023-12-03,Ahmedabad,Gujarat,Suzuki,Avenis,49.0,Male,Loan,113593,6300,107293,1,107293
4459,2023-11-13,Vadodara,Gujarat,TVS,Jupiter,49.0,Female,Credit Card,119809,3476,116333,4,465332
4460,2023-12-27,Jaipur,Rajasthan,Suzuki,Gixxer,40.0,Male,Credit Card,99220,7477,91743,4,366972
4461,2024-07-04,Jaipur,Rajasthan,Suzuki,Gixxer,43.0,Male,Credit Card,130486,6178,124308,3,372924
4462,2025-03-20,Hyderabad,Telangana,Honda,SP125,35.0,Male,Loan,86733,4628,82105,3,246315
4463,2024-07-09,Hyderabad,Telangana,Royal Enfield,Classic 350,39.0,Female,Cash,191208,6928,184280,4,737120
4464,2024-09-21,Ahmedabad,Gujarat,Suzuki,Access 125,26.0,Male,Cash,102568,4099,98469,3,295407
4465,2025-03-24,Bengaluru,Karnataka,Honda,SP125,21.0,Male,Loan,87367,5380,81987,2,163974
4466,2024-06-07,Pune,Maharashtra,Suzuki,Avenis,28.0,Female,Credit Card,111629,5530,106099,3,318297
4467,2023-03-09,Mumbai,Maharashtra,Honda,Shine,34.0,Male,Credit Card,95169,2040,93129,4,372516
4468,2025-06-05,Delhi,Delhi,Honda,SP125,27.0,Male,UPI,99764,4853,94911,3,284733
4469,2025-09-07,Lucknow,Uttar Pradesh,Bajaj,Pulsar NS200,25.0,Male,UPI,101300,11722,89578,3,268734
4470,2025-09-14,Ahmedabad,Gujarat,Yamaha,MT-15,21.0,Female,Cash,150526,4540,145986,1,145986
4471,2024-03-03,Pune,Maharashtra,Bajaj,Platina 110,26.0,Male,Credit Card,122453,10525,111928,2,223856
4472,2023-09-23,Vadodara,Gujarat,Honda,Shine,52.0,Female,Credit Card,93895,6042,87853,2,175706
4473,2025-08-11,Ahmedabad,Gujarat,Honda,Unicorn,32.0,Female,Loan,87491,4558,82933,2,165866
